UNI_ID,COURSE_NAME,TITLE,PUBLICATION_YEAR,AUTHORS,PUBLISHER,RESOURCE_TYPE
2, sound design ,sound for digital video,,,elsevier,book
2, sound design ,chapter 17: the mix,,,,chapter
2, sound design ,the sound of sports,,,,webpage
2, teaching mathematics in secondary schools ,classroom management and working with pupils. chapter 6,,,,chapter
2, teaching mathematics in secondary schools ,"the mathematics curriculum, social justice and ethnomathematics",,,,article
2, festivals and events ,service quality evaluation at events through service mapping,,,,article
2, festivals and events ,chapter 9 - planning and management of events,,,,chapter
2, festivals and events ,assessing the environmental impacts of mega sporting events: two options?,,,,article
2, festivals and events ,"event studies: theory, research, and policy for planned events",,,routledge,book
2, festivals and events ,festival & special event management,,,john wiley  sons australia,book
2, festivals and events ,religious tourism and pilgrimage festivals management: an international perspective,,,cabi pub,book
2, community and social policy ,social policy,,,polity,book
2, community and social policy ,public policymaking: an introduction,,,houghton mifflin,book
2, practical methods of instruction ,"chapter 7: the adult learner at work: a comprehensive guide to the context, psychology and methods of learning for the workplace",,,,chapter
2, practical methods of instruction ,"teaching, questioning, and learning",,,routledge,book
2, teaching mathematics in primary schools ,using arrays to build towards multiplicative thinking in the early years,,,,article
2, teaching mathematics in primary schools ,the power of a single game to address a range of important ideas in fraction learning,,,,article
2, introduction to chiropractic ,"medicine, health care and philosophy",,,,journal
2, introduction to chiropractic ,philosophical constructs for the chiropractic profession,,,,journal
2, introduction to chiropractic ,chest journal,,,,journal
2, storytelling in australia ,chapter 8: the poetry of politics: australian aboriginal verse,,,,chapter
2, storytelling in australia ,cleverman: ep 1 of 6,,,,audiovisualdocument
2, communication project ,quaestus,,,,journal
2, communication project ,the growing importance of social media in business marketing,,,,article
2, communication project ,annual influenza vaccination,,,,article
2, introduction to health education ,growing and developing healthyrelationships,,,,webpage
2, introduction to health education ,food and nutrition information websites for teachers,,,,document
2, introduction to health education ,australian government: department of education and training,,,,website
2, introduction to health education ,united nations development program. (2014). the millennium development goals.,,,,website
2, the creeds (100-500 ce) ,decrees of the ecumenical councils,,,"sheed  ward,georgetown university press",book
2, the creeds (100-500 ce) ,"an exact exposition of the orthodox faith, book iii, chapters 1-7",,,,chapter
2, principles of counselling 1 ,basic personal counselling: a training manual for counsellors,,,cengage learning,book
2, principles of counselling 1 ,a safe place for change: skills and capacities for counselling and therapy,,,ip communications,book
2, principles of counselling 1 ,counselling and psychotherapy: professionalisation in the australian context,,,,article
2, principles of counselling 1 ,stigma in mental health: clients and professionals,,,,article
2, principles of counselling 1 ,boundary issues in counseling: multiple roles and responsibilities,,,american counseling association,book
2, equine nutrition and health ,strangles and its complications,,,,article
2, work and well-being ,australian national council for drugs position paper - drug testing,,,,document
2, work and well-being ,occupational and environmental medicine,,,,journal
2, work and well-being ,counselling skills for dummies: a practical guide to becoming a better communicator and listener,,,john wiley,book
2, work and well-being ,application of a human error framework to conduct train accident/incident investigations,,,,article
2, work and well-being ,rr089 - a critical review of post piper-alpha developments in explosion science for the offshore industry,,,,webpage
2, sustainability in practice ,organizing bioregionally - resilience,,,,webpage
2, sustainability in practice ,what is sense of place?,,,,document
2, sustainability in practice ,application of a gondwanan perspective to restore ecological integrity in the south-western australian global biodiversity hotspot,,,,article
2, sustainability in practice ,an introduction to noongar history and culture,,,,document
2, sustainability in practice ,zero carbon communities guide (2017) - beyond zero emissions,,,,document
2, sustainability in practice ,sociologia ruralis,,,,journal
2, spirituality ,what is spiritual intelligence?,,,,article
2, spirituality ,how do i recognize spiritual needs? part 3,,,,article
2, spirituality ,children and spirituality: searching for meaning and connectedness,,,jessica kingsley publishers,book
2, spirituality ,"aging, spirituality, and religion: a handbook",,,fortress press,book
2, spirituality ,spiritual development in later life. chapter 5,,,,chapter
2, anthropology and its others ,life among hunter-gatherers: the hadza and the juwasi*,,,,chapter
2, anthropology and its others ,financial times,,,,journal
2, anthropology and its others ,noonkanbah 1980 - 25 years on,,,,audiodocument
2, anthropology and its others ,the ritual process: structure and anti-structure,,,cornell u.p.,book
2, anthropology and its others ,unit information and learning guide ast212/612 2013,,,murdoch university,document
2, anthropology and its others ,violent depictions: representing violence across cultures,,,cambridge scholars,book
2, comparative law ,"comparative law: cases, text, materials",,,foundation press,book
2, comparative law ,corpus juris texts- constitutio deo auctore,,,,article
2, manager as a performance coach ,international journal of evidence based coaching and mentoring,,,,journal
2, manager as a performance coach ,"employee development through coaching, mentoring and counselling: a multidimensional approach",,,,article
2, manager as a performance coach ,conflict resolution that reaps great rewards,,,,article
2, mathematics and numeracy in the early years ,years 11 and 12 | mathematics foundation,,,,webpage
2, mathematics and numeracy in the early years ,curriculum in focus: research guided practice (proceedings of the 37th annual conference of the mathematics education research group of australasia),,,,proceedings
2, mathematics and numeracy in the early years ,chapter 5. reason about number patterns,,,,chapter
2, mathematics and numeracy in the early years ,pages 16-20,,,,chapter
2, introduction to the screen ,understanding cinematic representations of disability,,,,chapter
2, asia-pacific perspectives ,the development of mass media in asia-pacific,,,,article
2, organisational behaviour and management ,the great divide: academic versus practitioner criteria for psychometric test choice,,,,article
2, organisational behaviour and management ,personality characteristics of nurse managers: the personal and professional factors that affect their performance,,,,article
2, organisational behaviour and management ,managing multicultural teams.,,,,article
2, organisational behaviour and management ,understanding resistance to change – building on coch and french,,,,article
2, fish and wildlife populations ,marine fisheries ecology,,,blackwell science,book
2, physics of materials ,part ii - photovoltaic cell i-v characterization theory and labview analysis code - national instruments,,,,webpage
2, physics of materials ,the solid state. chapter 7,,,,chapter
2, physics of materials ,the solid state. index,,,,chapter
2, physics of materials ,perspectives of modern physics. chapter 9,,,,chapter
2, physics of materials ,perspectives of modern physics. chapter 22,,,,chapter
2, infectious and parasitic diseases ,canine nasal aspergillosis-penicilliosis. pages 613-620,,,,chapter
2, infectious and parasitic diseases ,cryptococcosis in domestic animals in western australia: a retrospective study from 1995–2006,,,,article
2, tertiary and adult education policy ,national strategies for implementing lifelong learning (lll) – the gap between policy and reality: an international perspective,,,,article
2, tertiary and adult education policy ,closed doors: the impact of institutional barriers on student diversity in higher education,,,,chapter
2, international financial markets and institutions ,"the economics of money, banking and finance: a european text. chapter 4: the us financial system",,,,chapter
2, principles of wildlife epidemiology and disease risk analysis ,journal of animal ecology,,,,journal
2, paul ,methods for matthew,,,cambridge university press,book
2, paul ,the apocryphal new testament - the gospel of pseudo‐matthew - oxford biblical studies online,,,,webpage
2, paul ,chapter 5: social-scientific approaches and the gospel of matthew,,,,chapter
2, paul ,matthew and the margins: a socio-political and religious reading. pages 232-337,,,,chapter
2, paul ,chapter 4: narrative progression of the parables discourse in matthew 13:1-52,,,,chapter
2, paul ,matthew and the margins: a socio-political and religious reading. pages 301-313,,,,chapter
2, paul ,simulating jesus: reality effects in the gospels,,,equinox publishing ltd,book
2, paul ,matthew and the margins: a socio-political and religious reading. pages 329-355,,,,chapter
2, paul ,matthew and the margins: a socio-political and religious reading. pages 356-410,,,,chapter
2, paul ,chapter 6: postcolonial criticism and the gospel of matthew,,,,chapter
2, paul ,matthew. pages 335-360,,,,chapter
2, nursing management of chronic illness ,ethics & issues in contemporary nursing,,,cengage learning,book
2, nursing management of chronic illness ,chronic care nursing: a framework for practice,,,cambridge university press,book
2, nursing management of chronic illness ,patient self-management of chronic disease in primary care,,,,article
2, nursing management of chronic illness ,pacing and clinical electrophysiology,,,,journal
2, nursing management of chronic illness ,preparing for the end of life,,,,article
2, the second world war in europe ,the war of the world: 20th-century conflict and the descent of the west,,,penguin press,book
2, the second world war in europe ,"ordinary men or ideological soldiers? police battalion 310 in russia, 1942",,,,article
2, the second world war in europe ,"dresden as a war crime (and notes, pages 248-251)",,,,chapter
2, the second world war in europe ,"field marshal rommel’s teletype message to hitler, 15 july 1944",,,,chapter
2, professional issues in nursing practice ,clinical deterioration in hospital inpatients: the need for another paradigm shift,,,,article
2, professional issues in nursing practice ,the development of the adult deterioration detection system (adds) chart,,,,document
2, professional issues in nursing practice ,achieving work life balance retention and attraction strategies for wa health,,,,document
2, international political economy ,the rise of china and the future of the west; can the liberal system survive?,,,,article
2, gis for environmental management and planning ,gis commons. chapter 2: input,,,,chapter
2, gis for environmental management and planning ,sensors,,,molecular diversity preservation international mdpi,journal
2, gis for environmental management and planning ,terrset manual. chapter 4: database workshop,,,,chapter
2, gis for environmental management and planning ,detecting trend and seasonal changes in satellite image time series,,,,article
2, gis for environmental management and planning ,minireview: quantifying landscape spatial pattern: what is the state of the art?,,,,article
2, gis for environmental management and planning ,water column correction techniques,,,,chapter
2, gis for environmental management and planning ,lidar remote sensing for ecosystem studies,,,,article
2, gis for environmental management and planning ,remote sensing: hydrology,,,,article
2, gis for environmental management and planning ,geographical information systems and science,,,wiley,book
2, public policy and international affairs foundations ,governing the commons: the evolution of institutions for collective action,,,cambridge university press,book
2, public policy and international affairs foundations ,"chapter 40: international organisations, civil servants, and whistleblowing",,,,chapter
2, public policy and international affairs foundations ,interpol videos online,,,,webpage
2, public policy and international affairs foundations ,"dictatorship, democracy, and development",,,,article
2, public policy and international affairs foundations ,america: the failed state,,,prospect magazine,webpage
2," media, culture and politics in indonesia ",making a difference: a comparative view of the role of the internet in election politics,,,lexington books,book
2," media, culture and politics in indonesia ",manoeuvres in manado: media and politics in regional indonesia,,,,article
2," media, culture and politics in indonesia ","the religion of java. pages 1-7, 355-374",,,,chapter
2," media, culture and politics in indonesia ",celebrating civil society in the shopping malls,,,,chapter
2, water and earth science ,global geomorphology: an introduction to the study of landforms,,,routledge,book
2, water and earth science ,understanding earth,,,w.h. freeman,book
2, water and earth science ,groundwater hydrology. pages 402-406,,,,chapter
2, carbon management ,walga guidelines for developing a marginal abatement cost curve (macc),,,,webpage
2, carbon management ,offsetting emissions – a business brief on the voluntary carbon market,,,,document
2, carbon management ,guide to going carbon neutral,,,,document
2, carbon management ,fertiliser use efficiency in irrigated cotton | department of the environment and energy,,,,webpage
2, carbon management ,reforestation and afforestation | department of the environment and energy,,,,webpage
2, carbon management ,commercial building energy efficiency | department of the environment and energy,,,,webpage
2, carbon management ,source separated organic waste | department of the environment and energy,,,,webpage
2, acquisition of human resources ,management research news,,,,journal
2, human resource management law ,australian labour and employment law: chapter 2,,,,chapter
2, human resource management law ,"esso v amwu, cpu and awu [2015] fwcfb 210",,,,webpage
2, human resource management law ,commonwealth bank of australia v barker [2014] hca 32,,,,webpage
2, human resource management law ,sex discrimination: australian iron and steel | public interest advocacy centre,,,,webpage
2, policing and crime prevention ,crime reduction and problem-oriented policing,,,willan,book
2, policing and crime prevention ,2009 digital image computing: techniques and applications,,,ieee,proceedings
2, advanced research methods ,how to read a book,,,simon and schuster,book
2, advanced research methods ,"chapter 8: truth, knowledge and belief",,,,chapter
2, advanced research methods ,writing with power: techniques for mastering the writing process,,,oxford university press,book
2, advanced research methods ,part i: the scope of survey research. pages 1-38,,,,chapter
2, advanced research methods ,applications of case study research,,,sage publications,book
2, advanced research methods ,multimodal discourse: the modes and media of contemporary communication. introduction,,,,chapter
2, advanced research methods ,ethnographic methods,,,routledge,book
2, advanced research methods ,chapter 5: literature searching,,,,chapter
2, reading and writing in the online world ,dh as ‘disruptive innovation’ for restorative social justice: virtual heritage and 3d reconstructions of south africa’s township histories. pages 117-142,,,,chapter
2, reading and writing in the online world ,american studies + computational humanities,,,johns hopkins university press,article
2, reading and writing in the online world ,how to #decolonizedh: actionable steps for an antifacist dh. pages 479-493,,,,chapter
2, complexities of health and illness across the lifespan 1 ,clinical transplantation,,,,journal
2, media audiences ,chapter seven: reception contexts and media rituals,,,,chapter
2, media audiences ,critical readings: media and audiences,,,open university press,book
2, media audiences ,the audience and its landscapes,,,westview press,book
2, media audiences ,media choice: a theoretical and empirical overview,,,routledge,book
2, media audiences ,"playing video games: motives, responses, and consequences",,,lawrence erlbaum associates,book
2, media audiences ,"media audiences: effects, users, institutions, and power",,,sage publications,book
2, project strategy and management ,service design: 250 essential methods,,,design community college inc,book
2, project strategy and management ,"how nasa builds teams: mission critical soft skills for scientists, engineers, and project teams",,,john wiley  sons,book
2, integrated early childhood curriculum ,mangere bridge kindergarten community blog,,,,website
2, integrated early childhood curriculum ,early childhood australia statement on young children and digital technologies - early childhood australia,,,,webpage
2, integrated early childhood curriculum ,play-based preschool curriculum: a practical resource for teachers interested in promoting play-based curriculum in a preschool setting,,,"school of early childhood, faculty of education, queensland university of technology",book
2," music, drama and writing ",the therapeutic presence of the art therapist,,,,article
2," music, drama and writing ",it is not just music and rhythm . . . evaluation of a drumming-based intervention to improve the social wellbeing of alienated youth,,,,article
2," music, drama and writing ",decision making in music therapy: the use of a decision tree,,,,article
2, business intelligence application development ,"business intelligence technology, applications, and trends",,,,article
2, business intelligence application development ,information systems management,,,,journal
2, business intelligence application development ,slicing and dicing consumer data at allrecipes | tableau software,,,,webpage
2, business intelligence application development ,"moneyball (film) - wikipedia, the free encyclopedia",,,,webpage
2, practical skills ,the british journal of general practice,,,royal college of general practitioners,journal
2, practical skills ,the abcs of evaluation: timeless techniques for program and project managers,,,josseybass,book
2, environmental policy for the 21st century ,what do policy-makers do with scientific uncertainty? the incremental character of swedish climate change policy-making,,,,article
2, environmental policy for the 21st century ,state planning policy 2.6 – state coastal planning policy,,,,document
2, environmental policy for the 21st century ,australian journal of agricultural and resource economics,,,,journal
2, the silk roads ,"a history of early modern southeast asia, 1400-1830",,,cambridge university press,book
2, the silk roads ,the cambridge history of china,,,cambridge university press,book
2, introduction to sound studies ,ideology and the practice of sound editing and mixing,,,,chapter
2, introduction to sound studies ,in through the out door: sampling and the creative act,,,,chapter
2," culture, communities and sustainability in asia ",iias newsletter / international institute for asian studies,,,international institute for asian studies,journal
2," culture, communities and sustainability in asia ","population, natural resources and environment",,,,chapter
2," culture, communities and sustainability in asia ","regional, rural-urban and within community inequalities",,,,chapter
2," culture, communities and sustainability in asia ",battle for bali: fighting back unchecked development,,,,article
2," culture, communities and sustainability in asia ","tourism and global environmental change: ecological, social, economic, and political interrelationships",,,routledge,book
2," culture, communities and sustainability in asia ",chapter 6: tenure and transformation in central kalimantan after the million hectare project,,,,chapter
2," culture, communities and sustainability in asia ",southeast asia: the human landscape of modernization and development,,,routledge,book
2," culture, communities and sustainability in asia ","credit and debt in indonesia, 860-1930: from peonage to pawnshop, from kongsi to cooperative",,,"iseas, institute of southeast asian studies,kitlv press",book
2," culture, communities and sustainability in asia ",the social dynamics of economic innovation,,,dswo press,book
2," culture, communities and sustainability in asia ",ecology and religion,,,island press,book
2," culture, communities and sustainability in asia ",the indigenous world 2002-2003,,,iwgia,book
2," culture, communities and sustainability in asia ",the indigenous world 2011 - pages 244-249; 304-310; 271-279,,,,chapter
2," culture, communities and sustainability in asia ",the politics of environment in southeast asia: resources and resistance,,,routledge,book
2, complexities of health and illness across the lifespan 2 ,"seeking asylum—trauma, mental health, and human rights: an australian perspective",,,,article
2, professional development portfolio ,creating your own professional portfolio,,,,article
2, professional development portfolio ,assessment & evaluation in higher education,,,,journal
2, veterinary structure and function iii ,guide to the dissection of the dog,,,saunderselsevier,book
2, veterinary structure and function iii ,textbook of veterinary histology,,,saunders elsevier,book
2, veterinary structure and function iii ,medical physiology,,,elsevier,book
2, aboriginal and torres strait islander perspectives across the curriculum ,tedxyouth@brissie -belinda huntress  australian aboriginal indigenous mentoring - youtube,,,,webpage
2, aboriginal and torres strait islander perspectives across the curriculum ,the flash of recognition: photography and the emergence of indigenous rights,,,newsouth pub,book
2, aboriginal and torres strait islander perspectives across the curriculum ,chapter 1: bearing witness,,,,chapter
2, aboriginal and torres strait islander perspectives across the curriculum ,place matters. chapter 1,,,,chapter
2, aboriginal and torres strait islander perspectives across the curriculum ,what aboriginal knowledge can teach us about happiness | sheree cairney | tedxstkilda - youtube,,,,webpage
2, aboriginal and torres strait islander perspectives across the curriculum ,a narrative on whiteness and multicultural education,,,,webpage
2, aboriginal and torres strait islander perspectives across the curriculum ,nyungar trail  -  seasons and story from dreamtime - youtube,,,,webpage
2, aboriginal and torres strait islander perspectives across the curriculum ,watch episodes - little j and big cuz,,,,webpage
2, international management ,the competitive advantage of nations. (cover story),,,,article
2, international management ,multinational management: a strategic approach,,,clsouthwestern,book
2," teaching, learning and working in culturally diverse environments ",identity and cultural diversity: what social psychology can teach us,,,routledge,book
2," teaching, learning and working in culturally diverse environments ",communication reports,,,,journal
2," teaching, learning and working in culturally diverse environments ",culture in school learning: revealing the deep meaning,,,l. erlbaum,book
2," teaching, learning and working in culturally diverse environments ",behavior management: applications for teachers,,,merrillprentice hall,book
2," teaching, learning and working in culturally diverse environments ",the exchange student survival kit,,,intercultural press,book
2," teaching, learning and working in culturally diverse environments ",teaching and learning in japan,,,cambridge university press,book
2," children, families and communities ","child, family, school, community",,,"cengage learning, inc",book
2," children, families and communities ",school personnel’s perceptions of family-school communication: a qualitative study,,,,article
2," children, families and communities ",what works - the work program - improving outcomes for indigenous students,,,,webpage
2," children, families and communities ","national framework for protecting australia’s children 2009–2020 | department of social services, australian government",,,,webpage
2, governance and politics in the 21st century ,chapter 1: contours of a crisis,,,,chapter
2, governance and politics in the 21st century ,european view,,,,journal
2, counselling research project ,chapter 10: qm3: interpretative phenomenological analysis,,,,chapter
2," global governance, security and economy ",global money and national currencies,,,,chapter
2, communication skills for undergraduate study ,the world bank – research publications,,,,webpage
2, communication skills for undergraduate study ,population dynamics and climate change: what are the links?,,,,article
2, communication skills for undergraduate study ,infectious diseases of poverty,,,,journal
2, communication skills for undergraduate study ,consequences of malnutrition in early life and strategies to improve maternal and child diets through targeted fortified products,,,,article
2, communication skills for undergraduate study ,review of fortified food and beverage products for pregnant and lactating women and their impact on nutritional status,,,,article
2, communication skills for undergraduate study ,chinese journal of population resources and environment,,,,journal
2, communication skills for undergraduate study ,"nation, ethnicity and the conflict in afghanistan: political islam and the rise of ethno-politics 1992-1996",,,,article
2, communication skills for undergraduate study ,review of the nutrition situation in the eastern mediterranean region,,,,article
2, communication skills for undergraduate study ,peace and conflict: journal of peace psychology,,,,journal
2, communication skills for undergraduate study ,the afghan discovery of buddha: civilizational history and the nationalizing of afghan antiquity,,,,article
2, communication skills for undergraduate study ,journal of energy in southern africa,,,university of cape town,journal
2, communication skills for undergraduate study ,possible climate change impacts on large hydroelectricity schemes in southern africa,,,,article
2, communication skills for undergraduate study ,new variant famine: aids and food crisis in southern africa,,,,article
2, communication skills for undergraduate study ,south african journal of science,,,,journal
2, communication skills for undergraduate study ,the pension gender differences in urban china and feasible countermeasures,,,,article
2, communication skills for undergraduate study ,lin tianmiao,,,,article
2, communication skills for undergraduate study ,acta paediatrica,,,,journal
2, communication skills for undergraduate study ,domestic violence and chronic malnutrition among women and children in india,,,,article
2, communication skills for undergraduate study ,current opinion in pulmonary medicine,,,,journal
2, communication skills for undergraduate study ,"air pollution in india and related adverse respiratory health effects: past, present, and future directions",,,,article
2, communication skills for undergraduate study ,impact of population growth on environmental degradation: case of india,,,,article
2, democracy and political change ,how development leads to democracy: what we know about modernization,,,,article
2, democracy and political change ,american sociological review,,,,journal
2, democracy and political change ,the financial crisis of 1997-98 and the end of the asian developmental state,,,,article
2, democracy and political change ,the politics of elections in southeast asia,,,"woodrow wilson center press,cambridge university press",book
2, democracy and political change ,speakers cornered,,,martyn see,audiovisualdocument
2, contemporary asia ,network power: japan and asia,,,cornell university press,book
2, principles and processes of interventions ,chapter 8: behavioral activation for depression,,,,chapter
2, principles and processes of interventions ,melanie klein today: developments in theory and practice. volume 2. pages 73-95,,,,chapter
2, principles and processes of interventions ,teaching individuals with developmental delays: basic intervention techniques,,,proed,book
2, principles and processes of interventions ,overcoming borderline personality disorder: a family guide for healing and change,,,oxford university press,book
2, principles and processes of interventions ,psychology as a profession in australia,,,australian academic press,book
2, introduction to history ,japan subdued: the atomic bomb and the end of the war in the pacific - pages,,,,chapter
2, introduction to history ,the atomic bomb as a diplomatic weapon,,,,chapter
2, introduction to history ,the tokyo war crimes trial: an international symposium,,,,book
2, fourth year seminar ,academic paths: career decisions and experiences of psychologists,,,l. erlbaum,book
2, fourth year seminar ,psychologist,,,,journal
2, health and society ,the rise and rise of complementary and alternative medicine: a sociological perspective,,,,article
2, health and society ,"pills, power, people: sociological understandings of the pharmaceutical industry",,,,article
2, health and society ,chapter 4: disciplining mothers: feminism and the new reproductive technologies,,,,chapter
2, sound production ,chapter 4: aural arts and musical spaces,,,,chapter
2, sound production ,interdisciplinary science reviews,,,,journal
2, sound production ,the art of digital audio recording: a practical guide for home and studio,,,oxford university press,book
2, constitutional law ,"the constitution of the commonwealth of australia: history, principle and interpretation",,,cambridge university press,book
2, constitutional law ,federal constitutional law: an introduction,,,butterworths,book
2, learning and teaching in diverse educational communities ,preface,,,,chapter
2, learning and teaching in diverse educational communities ,change,,,,journal
2, learning and teaching in diverse educational communities ,students as partners in research and restructuring schools,,,,article
2, bioethics and law for health care leadership ,chapter 6: courage and moral leadership,,,,chapter
2, bioethics and law for health care leadership ,international journal of health policy and management,,,,journal
2, bioethics and law for health care leadership ,the importance of social media policies in the workplace,,,ihr australia,webpage
2, bioethics and law for health care leadership ,cultures of silence and cultures of voice: the role of whistleblowing in healthcare organisations,,,,article
2, future learning design 2018 ,scaffolding for learning,,,,audiovisualdocument
2, future learning design 2018 ,e-tivities,,,,webpage
2, middle east politics and security ,the economies of the middle east. chapter 7,,,,chapter
2, middle east politics and security ,contemporary politics in the middle east,,,polity press,book
2, middle east politics and security ,revolt and revolution: the place of islamism,,,,article
2, europe under the dictators ,"italy: a modern history [chapter 45: dictatorship emerges, 1922-1924, pp. 373-402]",,,,chapter
2, europe under the dictators ,european dictatorships 1918-1945 [pp. 146-170],,,taylor  francis ltd,book
2, europe under the dictators ,renzo de felice and the historiography of italian fascism,,,,article
2, europe under the dictators ,"the collapse of the spanish republic, 1933-1936: origins of the civil war",,,yale university press,book
2, europe under the dictators ,the russian revolution,,,oxford university press,book
2, business of freelancing ,technical communication,,,,journal
2," business, society and the environment ",measuring shared value: how to unlock value by linking social and business results,,,,document
2, principles of wildlife health ,reptile euthanasia - no easy solution?,,,,article
2, principles of wildlife health ,rhino darting from the great african wildlife rescue,,,,audiovisualdocument
2, principles of wildlife health ,a global veterinary medical perspective on the concept of one health: focus on livestock,,,,article
2, principles of wildlife health ,predict guide - basic laboratory safety,,,,document
2, international marketing ,journal of business case studies (online),,,clute institute for academic research,journal
2, international marketing ,"the csr of mnc subsidiaries in developing countries: global, local, substantive or diluted?",,,,article
2, it professional practice ,ethics resource centre,,,,website
2, it professional practice ,ethics and electronic information in the twenty-first century,,,purdue university press,book
2, it professional practice ,technology for the greater good,,,,article
2, it professional practice ,out of character: on the creation of virtuous machines,,,,article
2, it professional practice ,lecture slides. topic 4: communications part 1: basic and cultural,,,,document
2, it professional practice ,transactional model of communication,,,,webpage
2, it professional practice ,professional presentations: a practical guide to the preparation and performance of successful business presentations,,,mcgrawhill,book
2, it professional practice ,"big data: seizing opportunities, preserving values",,,,document
2, it professional practice ,butterworths intellectual property law handbook,,,butterworths,book
2, it professional practice ,software reliability,,,carnegie mellon university,webpage
2, it professional practice ,the modern law of estoppel,,,oxford university press,book
2, energy in society ,energy systems and sustainability: power for a sustainable future,,,,chapter
2," social, games and mobile media ",international handbook of research in arts education,,,springer,book
2," social, games and mobile media ",describing progress in drama,,,,chapter
2," social, games and mobile media ",drama and theatre studies at as/a level,,,hodder  stoughton,book
2," social, games and mobile media ",dramatics.,,,,journal
2," social, games and mobile media ",theatre studies: the basics,,,routledge,book
2, trusts ,principles of equity and trusts,,,routledgecavendish,book
2, research for teaching ,journal of pedagogic development,,,,journal
2, research for teaching ,the contribution of educational research to teachers’ professional learning: philosophical understandings,,,,article
2, research for teaching ,educational research review,,,,journal
2, theories of development ,state of world population 2008,,,unfpa,book
2, theories of development ,sustainable development opinion papers,,,international institute for environment and development,journal
2, science in the primary curriculum ,chapter 4. thinking and working scientifically pp 111-149 (for topics 1 & 2) online appendix 4.1,,,,chapter
2, science in the primary curriculum ,chapter 3. links to other learning areas pp 96-104,,,,chapter
2, people's history of south-east asia ,chapter 34: opium,,,,chapter
2, people's history of south-east asia ,good morning & good night,,,constable,book
2, people's history of south-east asia ,"prince of pirates: the temenggongs and the development of johor and singapore, 1784-1885",,,singapore u.p.,book
2, people's history of south-east asia ,this earth of mankind: a novel. pages 153-163,,,,chapter
2, people's history of south-east asia ,tradition and revolution in vietnam. pages 15-52,,,,chapter
2, people's history of south-east asia ,vietnam and the chinese model: a comparative study of nguyen and ching civil government in the first half of the nineteenth century. pages 7-18,,,,chapter
2, people's history of south-east asia ,the emergence of modern southeast asia: a new history,,,university of hawaii press,book
2, social media ,international journal of strategic communication,,,,journal
2, social media ,personas,,,,document
2, social media ,not just information: who searches for what on the search engine google?,,,,article
2, energy efficient buildings ,your home technical manual - home page (3rd edition),,,"jurisdictioncommonwealth of australia corporatename department of the environment, water, heritage and the arts",website
2, energy efficient buildings ,your home technical manual - 6.6 renewable energy,,,"jurisdictioncommonwealth of australia corporatename department of the environment, water, heritage and the arts",article
2, energy efficient buildings ,your home technical manual - 6.9 batteries and inverters,,,"jurisdictioncommonwealth of australia corporatename department of the environment, water, heritage and the arts",article
2, energy efficient buildings ,a summary of environmental accreditation programmes and protocols in australia,,,,article
2, world religions ,"research note: rejecting monotheism? polytheism, pluralism, and battlestar galactica",,,,article
2, aquatic biosecurity ,the aquatic environment: chapter 1,,,,chapter
2, aquatic biosecurity ,a colour atlas of salmonid diseases,,,springer,book
2, wellbeing ,nephrology nursing journal,,,,journal
2, public relations strategy ,strategic planning for public relations. step 4,,,,chapter
2, public relations strategy ,strategic communication: campaign planning. pages 36-45,,,,chapter
2, public relations strategy ,"chapter 8: ethics, social responsibility, stakeholders",,,,chapter
2, public relations strategy ,public relations and zones of engagement: employees’ lived experiences and the fundamental nature of employee engagement,,,,article
2, principles of wildlife comparative pathology ,wildlife health investigation manual 2007. chapter 1,,,,chapter
2, principles of wildlife comparative pathology ,wildlife health investigation manual 2007. chapter 9,,,,chapter
2, principles of wildlife comparative pathology ,managing emerging wildlife disease. chapter 8,,,,chapter
2, principles of wildlife comparative pathology ,general principles of histology. chapter 1,,,,chapter
2, principles of wildlife comparative pathology ,wildlife health investigation manual 2007.  images of necropsy by species with anatomy identified,,,,chapter
2, principles of wildlife comparative pathology ,reptile disease,,,,chapter
2, principles of wildlife comparative pathology ,cwhc: bat necropsy,,,,audiovisualdocument
2, principles of wildlife comparative pathology ,metabolic bone disease in reptiles: part 1,,,,article
2, principles of wildlife comparative pathology ,"salmonellosis. pages 270, 274-285",,,,chapter
2, principles of wildlife comparative pathology ,phocine distemper virus: current knowledge and future directions,,,,article
2, advanced qualitative approaches to research ,pages 20-25,,,,chapter
2, advanced qualitative approaches to research ,thinking qualitatively: methods of mind,,,sage,book
2, advanced qualitative approaches to research ,the foundations of social research: meaning and perspective in the research process,,,allen  unwin,book
2, advanced qualitative approaches to research ,proceedings of the nutrition society,,,,journal
2, sustainable tourism ,a framework of approaches to sustainable tourism,,,,article
2, sustainable tourism ,chapter 5: rural tourism and sustainability,,,,chapter
2, sustainable tourism ,visitors’ memories of wildlife tourism: implications for the design of powerful interpretive experiences,,,,article
2, sustainable tourism ,application of zoning and “limits of acceptable change” to manage snorkelling tourism,,,,article
2, sustainable tourism ,mobilities,,,,journal
2, sustainable tourism ,understanding the sustainable development of tourism,,,goodfellow publishers,book
2, nurturing creativity in the early years ,(6) peter combe - youtube,,,,audiovisualdocument
2, nurturing creativity in the early years ,my first fear,,,,audiovisualdocument
2, leading the engaged enterprise ,complexity leadership: enabling people and organizations for adaptability,,,,article
2, leading the engaged enterprise ,strategies for learning from failure: we are programmed at an early age to think that failure is bad. that belief prevents organizations from effectively learning from their missteps,,,,article
2, leading the engaged enterprise ,leading change through adaptive design,,,,article
